Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot40,"itsMickle",normal,21,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","01:15:29","01:15:48",
Bot40,"itsMickle",normal,21,Active,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","01:15:53","N/A",
Bot45,"Spock",normal,23,Active,"Supply Plans","Item Secure Folder 0052","1","01:15:37","N/A",
